sale_date,atc_category,medicine_name,sales_amount
2023-06-28,Antibiotics,Ciprofloxacin,2215.44
2023-06-28,Analgesics,Ibuprofen,1560.15
2023-06-29,Cardiovascular,Amlodipine,2287.33
2023-06-29,Antibiotics,Amoxicillin,2063.8
2023-06-29,Analgesics,Ibuprofen,1437.58
2023-06-30,Cardiovascular,Atorvastatin,1004.75
2023-06-30,Antibiotics,Ciprofloxacin,1167.15
2023-06-30,Analgesics,Aspirin,1030.08
2023-07-01,Cardiovascular,Losartan,2178.35
2023-07-01,Antibiotics,Amoxicillin,1218.56
2023-07-01,Analgesics,Ibuprofen,691.98
2023-07-02,Cardiovascular,Losartan,526.27
2023-07-02,Antibiotics,Azithromycin,1856.76
2023-07-02,Analgesics,Ibuprofen,1032.84
2023-07-03,Cardiovascular,Losartan,2214.68
2023-07-03,Antibiotics,Amoxicillin,1729.81
2023-07-03,Analgesics,Paracetamol,1125.32
2023-07-04,Cardiovascular,Atorvastatin,1543.37
2023-07-04,Antibiotics,Azithromycin,1478.16
2023-07-04,Analgesics,Paracetamol,2254.5
2023-07-05,Cardiovascular,Losartan,1910.16
2023-07-05,Antibiotics,Azithromycin,1614.41
2023-07-05,Analgesics,Aspirin,819.18
2023-07-06,Cardiovascular,Amlodipine,590.85
2023-07-06,Antibiotics,Amoxicillin,1873.42
2023-07-06,Analgesics,Aspirin,579.28
2023-07-07,Cardiovascular,Atorvastatin,1309.98
2023-07-07,Antibiotics,Azithromycin,1695.67
2023-07-07,Analgesics,Aspirin,623.46
2023-07-08,Cardiovascular,Atorvastatin,581.39
2023-07-08,Antibiotics,Azithromycin,1873.64
2023-07-08,Analgesics,Paracetamol,1849.6
2023-07-09,Cardiovascular,Losartan,1798.44
2023-07-09,Antibiotics,Ciprofloxacin,1687.66
2023-07-09,Analgesics,Ibuprofen,1929.14
2023-07-10,Cardiovascular,Amlodipine,1752.94
2023-07-10,Antibiotics,Azithromycin,905.51
2023-07-10,Analgesics,Paracetamol,1571.72
2023-07-11,Cardiovascular,Amlodipine,1951.42
2023-07-11,Antibiotics,Amoxicillin,1389.66
2023-07-11,Analgesics,Paracetamol,1999.16
2023-07-12,Cardiovascular,Losartan,1933.19
2023-07-12,Antibiotics,Ciprofloxacin,714.48
2023-07-12,Analgesics,Ibuprofen,1099.08
2023-07-13,Cardiovascular,Atorvastatin,600.23
2023-07-13,Antibiotics,Azithromycin,1213.56
2023-07-13,Analgesics,Paracetamol,1302.55
2023-07-14,Cardiovascular,Losartan,869.37
2023-07-14,Antibiotics,Ciprofloxacin,578.0
2023-07-14,Analgesics,Paracetamol,1300.81
2023-07-15,Cardiovascular,Losartan,1123.77
2023-07-15,Antibiotics,Azithromycin,1446.06
2023-07-15,Analgesics,Aspirin,754.71
2023-07-16,Cardiovascular,Losartan,589.81
2023-07-16,Antibiotics,Amoxicillin,707.77
2023-07-16,Analgesics,Ibuprofen,1052.95
2023-07-17,Cardiovascular,Atorvastatin,2059.48
2023-07-17,Antibiotics,Ciprofloxacin,1900.08
2023-07-17,Analgesics,Paracetamol,1207.98
2023-07-18,Cardiovascular,Atorvastatin,599.29
2023-07-18,Antibiotics,Azithromycin,740.75
2023-07-18,Analgesics,Ibuprofen,2429.66
2023-07-19,Cardiovascular,Amlodipine,1360.33
2023-07-19,Antibiotics,Ciprofloxacin,1871.75
2023-07-19,Analgesics,Paracetamol,2445.09
2023-07-20,Cardiovascular,Atorvastatin,548.03
2023-07-20,Antibiotics,Azithromycin,761.77
2023-07-20,Analgesics,Ibuprofen,1820.02
2023-07-21,Cardiovascular,Amlodipine,2243.49
2023-07-21,Antibiotics,Azithromycin,1579.31
2023-07-21,Analgesics,Aspirin,1593.68
2023-07-22,Cardiovascular,Losartan,668.44
2023-07-22,Antibiotics,Amoxicillin,691.65
2023-07-22,Analgesics,Ibuprofen,657.87
2023-07-23,Cardiovascular,Amlodipine,2306.57
2023-07-23,Antibiotics,Amoxicillin,1468.2
2023-07-23,Analgesics,Aspirin,2271.08
2023-07-24,Cardiovascular,Losartan,1097.47
2023-07-24,Antibiotics,Azithromycin,573.62
2023-07-24,Analgesics,Aspirin,1578.31
2023-07-25,Cardiovascular,Losartan,689.61
2023-07-25,Antibiotics,Azithromycin,2472.98
2023-07-25,Analgesics,Ibuprofen,2230.08
2023-07-26,Cardiovascular,Amlodipine,2435.99
2023-07-26,Antibiotics,Ciprofloxacin,2235.89
2023-07-26,Analgesics,Aspirin,1250.09
2023-07-27,Cardiovascular,Losartan,1987.25
2023-07-27,Antibiotics,Amoxicillin,1400.77
2023-07-27,Analgesics,Paracetamol,903.46
2023-07-28,Cardiovascular,Atorvastatin,1905.8
2023-07-28,Antibiotics,Ciprofloxacin,1200.9
2023-07-28,Analgesics,Paracetamol,1117.35
2023-07-29,Cardiovascular,Atorvastatin,2458.6
2023-07-29,Antibiotics,Amoxicillin,1154.82
2023-07-29,Analgesics,Paracetamol,2309.62
2023-07-30,Cardiovascular,Atorvastatin,2110.01
2023-07-30,Antibiotics,Amoxicillin,2137.86
2023-07-30,Analgesics,Ibuprofen,2403.85
2023-07-31,Cardiovascular,Atorvastatin,805.14
2023-07-31,Antibiotics,Ciprofloxacin,1097.01
2023-07-31,Analgesics,Ibuprofen,871.23
2023-08-01,Cardiovascular,Amlodipine,2066.37
2023-08-01,Antibiotics,Azithromycin,700.96
2023-08-01,Analgesics,Aspirin,2227.22
2023-08-02,Cardiovascular,Amlodipine,1930.31
2023-08-02,Antibiotics,Ciprofloxacin,1332.43
2023-08-02,Analgesics,Aspirin,582.51
2023-08-03,Cardiovascular,Atorvastatin,1466.3
2023-08-03,Antibiotics,Amoxicillin,1918.73
2023-08-03,Analgesics,Ibuprofen,801.66
2023-08-04,Cardiovascular,Amlodipine,1522.38
2023-08-04,Antibiotics,Azithromycin,1199.83
2023-08-04,Analgesics,Aspirin,578.0
2023-08-05,Cardiovascular,Amlodipine,725.35
2023-08-05,Antibiotics,Amoxicillin,1079.14
2023-08-05,Analgesics,Aspirin,1589.41
2023-08-06,Cardiovascular,Atorvastatin,1608.59
2023-08-06,Antibiotics,Ciprofloxacin,1320.06
2023-08-06,Analgesics,Aspirin,2476.88
2023-08-07,Cardiovascular,Atorvastatin,732.4
2023-08-07,Antibiotics,Azithromycin,1364.57
2023-08-07,Analgesics,Aspirin,1225.66
2023-08-08,Cardiovascular,Losartan,2389.14
2023-08-08,Antibiotics,Amoxicillin,1398.23
2023-08-08,Analgesics,Aspirin,1914.58
2023-08-09,Cardiovascular,Amlodipine,1699.12
2023-08-09,Antibiotics,Amoxicillin,1038.72
2023-08-09,Analgesics,Aspirin,1556.22
2023-08-10,Cardiovascular,Amlodipine,742.88
2023-08-10,Antibiotics,Ciprofloxacin,2344.16
2023-08-10,Analgesics,Aspirin,1281.34
2023-08-11,Cardiovascular,Losartan,1783.91
2023-08-11,Antibiotics,Azithromycin,786.93
2023-08-11,Analgesics,Aspirin,1414.05
2023-08-12,Cardiovascular,Amlodipine,2227.61
2023-08-12,Antibiotics,Ciprofloxacin,2113.18
2023-08-12,Analgesics,Aspirin,2399.84
2023-08-13,Cardiovascular,Atorvastatin,1828.79
2023-08-13,Antibiotics,Amoxicillin,1609.6
2023-08-13,Analgesics,Paracetamol,2010.01
2023-08-14,Cardiovascular,Atorvastatin,1400.18
2023-08-14,Antibiotics,Amoxicillin,2148.9
2023-08-14,Analgesics,Paracetamol,1086.65
2023-08-15,Cardiovascular,Amlodipine,541.44
2023-08-15,Antibiotics,Ciprofloxacin,1444.71
2023-08-15,Analgesics,Paracetamol,2351.24
2023-08-16,Cardiovascular,Atorvastatin,1923.57
2023-08-16,Antibiotics,Azithromycin,886.27
2023-08-16,Analgesics,Paracetamol,1691.51
2023-08-17,Cardiovascular,Atorvastatin,1055.23
2023-08-17,Antibiotics,Amoxicillin,1696.97
2023-08-17,Analgesics,Aspirin,1911.46
2023-08-18,Cardiovascular,Losartan,533.2
2023-08-18,Antibiotics,Ciprofloxacin,906.97
2023-08-18,Analgesics,Aspirin,818.28
2023-08-19,Cardiovascular,Atorvastatin,1146.81
2023-08-19,Antibiotics,Azithromycin,1491.23
2023-08-19,Analgesics,Paracetamol,1867.35
2023-08-20,Cardiovascular,Losartan,815.29
2023-08-20,Antibiotics,Azithromycin,1467.52
2023-08-20,Analgesics,Paracetamol,2206.35
2023-08-21,Cardiovascular,Losartan,1284.22
2023-08-21,Antibiotics,Ciprofloxacin,902.86
2023-08-21,Analgesics,Ibuprofen,2133.48
2023-08-22,Cardiovascular,Amlodipine,1056.44
2023-08-22,Antibiotics,Amoxicillin,2290.62
2023-08-22,Analgesics,Ibuprofen,2150.15
2023-08-23,Cardiovascular,Losartan,673.39
2023-08-23,Antibiotics,Amoxicillin,1815.62
2023-08-23,Analgesics,Ibuprofen,2275.97
2023-08-24,Cardiovascular,Amlodipine,770.27
2023-08-24,Antibiotics,Amoxicillin,1841.88
2023-08-24,Analgesics,Aspirin,941.01
2023-08-25,Cardiovascular,Losartan,1374.08
2023-08-25,Antibiotics,Ciprofloxacin,1069.32
2023-08-25,Analgesics,Paracetamol,2438.32
2023-08-26,Cardiovascular,Losartan,2034.48
2023-08-26,Antibiotics,Ciprofloxacin,1805.28
2023-08-26,Analgesics,Paracetamol,1018.37
2023-08-27,Cardiovascular,Amlodipine,1501.91
2023-08-27,Antibiotics,Amoxicillin,2288.41
2023-08-27,Analgesics,Ibuprofen,1504.22
2023-08-28,Cardiovascular,Amlodipine,583.41
2023-08-28,Antibiotics,Amoxicillin,2212.8
2023-08-28,Analgesics,Aspirin,1174.89
2023-08-29,Cardiovascular,Losartan,2457.77
2023-08-29,Antibiotics,Amoxicillin,2153.54
2023-08-29,Analgesics,Paracetamol,1463.66
2023-08-30,Cardiovascular,Amlodipine,1812.5
2023-08-30,Antibiotics,Azithromycin,1225.05
2023-08-30,Analgesics,Paracetamol,1586.65
2023-08-31,Cardiovascular,Losartan,2302.1
2023-08-31,Antibiotics,Ciprofloxacin,1022.84
2023-08-31,Analgesics,Aspirin,1224.17
2023-09-01,Cardiovascular,Atorvastatin,796.12
2023-09-01,Antibiotics,Ciprofloxacin,1809.53
2023-09-01,Analgesics,Ibuprofen,1924.78
2023-09-02,Cardiovascular,Atorvastatin,904.0
2023-09-02,Antibiotics,Azithromycin,566.44
2023-09-02,Analgesics,Aspirin,1976.31
2023-09-03,Cardiovascular,Atorvastatin,2093.12
2023-09-03,Antibiotics,Amoxicillin,1536.21
2023-09-03,Analgesics,Aspirin,1179.72
2023-09-04,Cardiovascular,Amlodipine,1278.17
2023-09-04,Antibiotics,Azithromycin,2128.46
2023-09-04,Analgesics,Aspirin,1043.65
2023-09-05,Cardiovascular,Amlodipine,921.06
2023-09-05,Antibiotics,Azithromycin,1553.27
2023-09-05,Analgesics,Aspirin,1765.53
2023-09-06,Cardiovascular,Amlodipine,2064.6
2023-09-06,Antibiotics,Amoxicillin,2043.19
2023-09-06,Analgesics,Ibuprofen,875.89
2023-09-07,Cardiovascular,Losartan,1046.12
2023-09-07,Antibiotics,Azithromycin,1443.64
2023-09-07,Analgesics,Ibuprofen,2441.8
2023-09-08,Cardiovascular,Losartan,2191.02
2023-09-08,Antibiotics,Amoxicillin,1000.81
2023-09-08,Analgesics,Ibuprofen,2217.71
2023-09-09,Cardiovascular,Losartan,502.98
2023-09-09,Antibiotics,Ciprofloxacin,1696.21
2023-09-09,Analgesics,Aspirin,1431.02
2023-09-10,Cardiovascular,Losartan,2364.29
2023-09-10,Antibiotics,Ciprofloxacin,1471.21
2023-09-10,Analgesics,Ibuprofen,1902.09
2023-09-11,Cardiovascular,Atorvastatin,2247.03
2023-09-11,Antibiotics,Ciprofloxacin,2094.24
2023-09-11,Analgesics,Paracetamol,1214.74
2023-09-12,Cardiovascular,Losartan,1357.74
2023-09-12,Antibiotics,Azithromycin,1763.56
2023-09-12,Analgesics,Ibuprofen,2054.16
2023-09-13,Cardiovascular,Amlodipine,1436.86
2023-09-13,Antibiotics,Amoxicillin,646.42
2023-09-13,Analgesics,Aspirin,1198.11
2023-09-14,Cardiovascular,Losartan,1961.7
2023-09-14,Antibiotics,Azithromycin,1015.84
2023-09-14,Analgesics,Paracetamol,2222.28
2023-09-15,Cardiovascular,Atorvastatin,2472.19
2023-09-15,Antibiotics,Ciprofloxacin,1637.19
2023-09-15,Analgesics,Paracetamol,701.44
2023-09-16,Cardiovascular,Atorvastatin,1771.78
2023-09-16,Antibiotics,Ciprofloxacin,1719.31
2023-09-16,Analgesics,Paracetamol,1245.78
2023-09-17,Cardiovascular,Amlodipine,916.71
2023-09-17,Antibiotics,Azithromycin,712.05
2023-09-17,Analgesics,Paracetamol,624.32
2023-09-18,Cardiovascular,Losartan,639.63
2023-09-18,Antibiotics,Amoxicillin,1542.23
2023-09-18,Analgesics,Aspirin,2295.55
2023-09-19,Cardiovascular,Atorvastatin,639.62
2023-09-19,Antibiotics,Amoxicillin,694.56
2023-09-19,Analgesics,Paracetamol,1710.65
2023-09-20,Cardiovascular,Atorvastatin,1524.83
2023-09-20,Antibiotics,Amoxicillin,1405.45
2023-09-20,Analgesics,Aspirin,1463.17
2023-09-21,Cardiovascular,Atorvastatin,2331.83
2023-09-21,Antibiotics,Ciprofloxacin,2416.0
2023-09-21,Analgesics,Aspirin,1023.19
2023-09-22,Cardiovascular,Atorvastatin,733.37
2023-09-22,Antibiotics,Amoxicillin,2090.06
2023-09-22,Analgesics,Ibuprofen,2321.57
2023-09-23,Cardiovascular,Amlodipine,1249.91
2023-09-23,Antibiotics,Ciprofloxacin,1721.61
2023-09-23,Analgesics,Paracetamol,2184.11
2023-09-24,Cardiovascular,Losartan,1183.28
2023-09-24,Antibiotics,Azithromycin,719.67
2023-09-24,Analgesics,Aspirin,2373.53
2023-09-25,Cardiovascular,Losartan,1997.99
2023-09-25,Antibiotics,Ciprofloxacin,2471.1
2023-09-25,Analgesics,Paracetamol,1526.09
2023-09-26,Cardiovascular,Atorvastatin,2166.49
2023-09-26,Antibiotics,Amoxicillin,1745.75
2023-09-26,Analgesics,Ibuprofen,1104.64
2023-09-27,Cardiovascular,Amlodipine,1226.13
2023-09-27,Antibiotics,Amoxicillin,1313.48
2023-09-27,Analgesics,Paracetamol,1066.21
2023-09-28,Cardiovascular,Atorvastatin,944.29
2023-09-28,Antibiotics,Azithromycin,2337.59
2023-09-28,Analgesics,Paracetamol,1339.38
2023-09-29,Cardiovascular,Amlodipine,1917.04
2023-09-29,Antibiotics,Ciprofloxacin,747.11
2023-09-29,Analgesics,Aspirin,1721.53
2023-09-30,Cardiovascular,Atorvastatin,1109.07
2023-09-30,Antibiotics,Amoxicillin,771.89
2023-09-30,Analgesics,Aspirin,2117.14
2023-10-01,Cardiovascular,Amlodipine,1727.54
2023-10-01,Antibiotics,Azithromycin,747.54
2023-10-01,Analgesics,Aspirin,1124.69
2023-10-02,Cardiovascular,Amlodipine,822.01
2023-10-02,Antibiotics,Ciprofloxacin,1708.86
2023-10-02,Analgesics,Ibuprofen,1821.02
2023-10-03,Cardiovascular,Amlodipine,2461.8
2023-10-03,Antibiotics,Amoxicillin,1829.91
2023-10-03,Analgesics,Ibuprofen,1210.34
2023-10-04,Cardiovascular,Losartan,1063.82
2023-10-04,Antibiotics,Amoxicillin,1232.9
2023-10-04,Analgesics,Paracetamol,1150.97
2023-10-05,Cardiovascular,Atorvastatin,1227.7
2023-10-05,Antibiotics,Amoxicillin,582.93
2023-10-05,Analgesics,Aspirin,1523.04
2023-10-06,Cardiovascular,Amlodipine,884.94
2023-10-06,Antibiotics,Ciprofloxacin,1560.86
2023-10-06,Analgesics,Aspirin,1028.82
2023-10-07,Cardiovascular,Amlodipine,753.9
2023-10-07,Antibiotics,Amoxicillin,1828.1
2023-10-07,Analgesics,Ibuprofen,1758.08
2023-10-08,Cardiovascular,Losartan,1994.38
2023-10-08,Antibiotics,Ciprofloxacin,709.39
2023-10-08,Analgesics,Ibuprofen,2378.27
2023-10-09,Cardiovascular,Amlodipine,568.97
2023-10-09,Antibiotics,Amoxicillin,1247.89
2023-10-09,Analgesics,Ibuprofen,2338.62
2023-10-10,Cardiovascular,Atorvastatin,1565.57
2023-10-10,Antibiotics,Amoxicillin,724.16
2023-10-10,Analgesics,Paracetamol,2411.91
2023-10-11,Cardiovascular,Atorvastatin,1056.05
2023-10-11,Antibiotics,Amoxicillin,1789.17
2023-10-11,Analgesics,Ibuprofen,677.89
2023-10-12,Cardiovascular,Losartan,889.38
2023-10-12,Antibiotics,Amoxicillin,1006.63
2023-10-12,Analgesics,Ibuprofen,1584.03
2023-10-13,Cardiovascular,Losartan,1251.91
2023-10-13,Antibiotics,Amoxicillin,520.46
2023-10-13,Analgesics,Paracetamol,1450.79
2023-10-14,Cardiovascular,Losartan,905.43
2023-10-14,Antibiotics,Ciprofloxacin,1785.57
2023-10-14,Analgesics,Paracetamol,1082.75
2023-10-15,Cardiovascular,Losartan,1835.95
2023-10-15,Antibiotics,Amoxicillin,1879.51
2023-10-15,Analgesics,Aspirin,1070.9
2023-10-16,Cardiovascular,Atorvastatin,2310.39
2023-10-16,Antibiotics,Azithromycin,2304.1
2023-10-16,Analgesics,Ibuprofen,1666.85
2023-10-17,Cardiovascular,Amlodipine,1142.92
2023-10-17,Antibiotics,Ciprofloxacin,1867.76
2023-10-17,Analgesics,Paracetamol,1123.84
2023-10-18,Cardiovascular,Atorvastatin,2299.44
2023-10-18,Antibiotics,Ciprofloxacin,1872.73
2023-10-18,Analgesics,Aspirin,586.75
2023-10-19,Cardiovascular,Atorvastatin,2080.45
2023-10-19,Antibiotics,Azithromycin,1361.84
2023-10-19,Analgesics,Ibuprofen,1647.57
2023-10-20,Cardiovascular,Losartan,924.53
2023-10-20,Antibiotics,Ciprofloxacin,1990.04
2023-10-20,Analgesics,Ibuprofen,1878.68
2023-10-21,Cardiovascular,Amlodipine,2119.9
2023-10-21,Antibiotics,Ciprofloxacin,2268.3
2023-10-21,Analgesics,Aspirin,961.17
2023-10-22,Cardiovascular,Amlodipine,2462.87
2023-10-22,Antibiotics,Amoxicillin,2356.93
2023-10-22,Analgesics,Aspirin,881.01
2023-10-23,Cardiovascular,Losartan,884.41
2023-10-23,Antibiotics,Azithromycin,2278.59
2023-10-23,Analgesics,Paracetamol,2227.05
2023-10-24,Cardiovascular,Amlodipine,1607.92
2023-10-24,Antibiotics,Azithromycin,1824.0
2023-10-24,Analgesics,Aspirin,624.18
2023-10-25,Cardiovascular,Atorvastatin,629.16
2023-10-25,Antibiotics,Ciprofloxacin,2260.94
2023-10-25,Analgesics,Aspirin,2188.69
2023-10-26,Cardiovascular,Atorvastatin,1012.98
2023-10-26,Antibiotics,Azithromycin,728.28
2023-10-26,Analgesics,Aspirin,1904.36
2023-10-27,Cardiovascular,Amlodipine,1755.49
2023-10-27,Antibiotics,Amoxicillin,1708.44
2023-10-27,Analgesics,Aspirin,1019.12
2023-10-28,Cardiovascular,Amlodipine,2341.07
2023-10-28,Antibiotics,Azithromycin,1431.34
2023-10-28,Analgesics,Paracetamol,1635.16
2023-10-29,Cardiovascular,Atorvastatin,1847.27
2023-10-29,Antibiotics,Ciprofloxacin,2167.82
2023-10-29,Analgesics,Ibuprofen,866.22
2023-10-30,Cardiovascular,Losartan,1391.25
2023-10-30,Antibiotics,Ciprofloxacin,1896.77
2023-10-30,Analgesics,Paracetamol,862.1
2023-10-31,Cardiovascular,Losartan,1858.56
2023-10-31,Antibiotics,Ciprofloxacin,1434.9
2023-10-31,Analgesics,Ibuprofen,1780.39
2023-11-01,Cardiovascular,Amlodipine,2083.16
2023-11-01,Antibiotics,Ciprofloxacin,1340.44
2023-11-01,Analgesics,Ibuprofen,2282.29
2023-11-02,Cardiovascular,Amlodipine,975.88
2023-11-02,Antibiotics,Ciprofloxacin,1327.67
2023-11-02,Analgesics,Paracetamol,541.68
2023-11-03,Cardiovascular,Atorvastatin,2343.01
2023-11-03,Antibiotics,Azithromycin,1856.82
2023-11-03,Analgesics,Aspirin,1883.56
2023-11-04,Cardiovascular,Atorvastatin,964.7
2023-11-04,Antibiotics,Amoxicillin,1372.47
2023-11-04,Analgesics,Aspirin,2045.34
2023-11-05,Cardiovascular,Losartan,837.83
2023-11-05,Antibiotics,Amoxicillin,2245.44
2023-11-05,Analgesics,Ibuprofen,1136.87
2023-11-06,Cardiovascular,Amlodipine,1081.61
2023-11-06,Antibiotics,Amoxicillin,1356.59
2023-11-06,Analgesics,Aspirin,1931.56
2023-11-07,Cardiovascular,Amlodipine,915.6
2023-11-07,Antibiotics,Azithromycin,1721.29
2023-11-07,Analgesics,Ibuprofen,736.32
2023-11-08,Cardiovascular,Losartan,774.62
2023-11-08,Antibiotics,Amoxicillin,640.99
2023-11-08,Analgesics,Paracetamol,1110.94
2023-11-09,Cardiovascular,Losartan,1792.99
2023-11-09,Antibiotics,Azithromycin,1493.79
2023-11-09,Analgesics,Aspirin,518.61
2023-11-10,Cardiovascular,Losartan,739.15
2023-11-10,Antibiotics,Azithromycin,817.15
2023-11-10,Analgesics,Paracetamol,543.64
2023-11-11,Cardiovascular,Losartan,1396.29
2023-11-11,Antibiotics,Azithromycin,977.23
2023-11-11,Analgesics,Paracetamol,1311.11
2023-11-12,Cardiovascular,Losartan,2153.76
2023-11-12,Antibiotics,Azithromycin,2163.61
2023-11-12,Analgesics,Aspirin,2158.37
2023-11-13,Cardiovascular,Atorvastatin,2027.02
2023-11-13,Antibiotics,Ciprofloxacin,1129.69
2023-11-13,Analgesics,Aspirin,2413.9
2023-11-14,Cardiovascular,Losartan,502.29
2023-11-14,Antibiotics,Amoxicillin,2296.65
2023-11-14,Analgesics,Aspirin,1306.88
2023-11-15,Cardiovascular,Losartan,1190.4
2023-11-15,Antibiotics,Azithromycin,2087.7
2023-11-15,Analgesics,Ibuprofen,1691.45
2023-11-16,Cardiovascular,Atorvastatin,1188.04
2023-11-16,Antibiotics,Ciprofloxacin,1061.87
2023-11-16,Analgesics,Aspirin,1541.38
2023-11-17,Cardiovascular,Losartan,600.78
2023-11-17,Antibiotics,Azithromycin,1896.52
2023-11-17,Analgesics,Aspirin,934.57
2023-11-18,Cardiovascular,Losartan,1807.63
2023-11-18,Antibiotics,Ciprofloxacin,2087.66
2023-11-18,Analgesics,Aspirin,960.09
2023-11-19,Cardiovascular,Amlodipine,1783.48
2023-11-19,Antibiotics,Azithromycin,1726.42
2023-11-19,Analgesics,Ibuprofen,2054.66
2023-11-20,Cardiovascular,Atorvastatin,715.76
2023-11-20,Antibiotics,Amoxicillin,1922.19
2023-11-20,Analgesics,Paracetamol,1310.75
2023-11-21,Cardiovascular,Losartan,2269.0
2023-11-21,Antibiotics,Azithromycin,923.57
2023-11-21,Analgesics,Paracetamol,2199.94
2023-11-22,Cardiovascular,Atorvastatin,1125.2
2023-11-22,Antibiotics,Amoxicillin,1671.43
2023-11-22,Analgesics,Paracetamol,2264.15
2023-11-23,Cardiovascular,Amlodipine,1353.32
2023-11-23,Antibiotics,Azithromycin,2047.62
2023-11-23,Analgesics,Paracetamol,2258.23
2023-11-24,Cardiovascular,Atorvastatin,1068.4
2023-11-24,Antibiotics,Azithromycin,1722.64
2023-11-24,Analgesics,Paracetamol,2341.57
2023-11-25,Cardiovascular,Atorvastatin,2422.81
2023-11-25,Antibiotics,Amoxicillin,1412.61
2023-11-25,Analgesics,Paracetamol,2440.51
2023-11-26,Cardiovascular,Amlodipine,2134.19
2023-11-26,Antibiotics,Ciprofloxacin,2042.71
2023-11-26,Analgesics,Aspirin,2103.01
2023-11-27,Cardiovascular,Amlodipine,1762.62
2023-11-27,Antibiotics,Azithromycin,1327.56
2023-11-27,Analgesics,Aspirin,1932.11
2023-11-28,Cardiovascular,Losartan,1150.33
2023-11-28,Antibiotics,Ciprofloxacin,1170.7
2023-11-28,Analgesics,Ibuprofen,1731.52
2023-11-29,Cardiovascular,Atorvastatin,1192.81
2023-11-29,Antibiotics,Azithromycin,2378.24
2023-11-29,Analgesics,Aspirin,1082.92
2023-11-30,Cardiovascular,Losartan,1778.77
2023-11-30,Antibiotics,Amoxicillin,1182.65
2023-11-30,Analgesics,Paracetamol,1488.21
2023-12-01,Cardiovascular,Atorvastatin,1985.82
2023-12-01,Antibiotics,Ciprofloxacin,733.0
2023-12-01,Analgesics,Aspirin,1534.45
2023-12-02,Cardiovascular,Atorvastatin,1670.34
2023-12-02,Antibiotics,Azithromycin,1461.93
2023-12-02,Analgesics,Aspirin,1103.72
2023-12-03,Cardiovascular,Amlodipine,1274.57
2023-12-03,Antibiotics,Azithromycin,2045.13
2023-12-03,Analgesics,Paracetamol,1375.91
2023-12-04,Cardiovascular,Atorvastatin,955.64
2023-12-04,Antibiotics,Ciprofloxacin,1199.06
2023-12-04,Analgesics,Ibuprofen,2340.91
2023-12-05,Cardiovascular,Losartan,1296.12
2023-12-05,Antibiotics,Ciprofloxacin,806.87
2023-12-05,Analgesics,Ibuprofen,1775.9
2023-12-06,Cardiovascular,Amlodipine,2483.7
2023-12-06,Antibiotics,Amoxicillin,972.55
2023-12-06,Analgesics,Paracetamol,2039.97
2023-12-07,Cardiovascular,Amlodipine,919.03
2023-12-07,Antibiotics,Amoxicillin,1726.31
2023-12-07,Analgesics,Aspirin,1975.72
2023-12-08,Cardiovascular,Losartan,2403.5
2023-12-08,Antibiotics,Amoxicillin,2141.09
2023-12-08,Analgesics,Ibuprofen,1791.74
2023-12-09,Cardiovascular,Atorvastatin,1376.52
2023-12-09,Antibiotics,Azithromycin,771.85
2023-12-09,Analgesics,Paracetamol,1459.25
2023-12-10,Cardiovascular,Atorvastatin,1264.96
2023-12-10,Antibiotics,Azithromycin,1255.49
2023-12-10,Analgesics,Paracetamol,2306.29
2023-12-11,Cardiovascular,Amlodipine,1020.78
2023-12-11,Antibiotics,Azithromycin,694.93
2023-12-11,Analgesics,Aspirin,2117.91
2023-12-12,Cardiovascular,Amlodipine,2214.82
2023-12-12,Antibiotics,Azithromycin,1385.18
2023-12-12,Analgesics,Ibuprofen,841.44
2023-12-13,Cardiovascular,Atorvastatin,739.42
2023-12-13,Antibiotics,Ciprofloxacin,2110.51
2023-12-13,Analgesics,Ibuprofen,1561.96
2023-12-14,Cardiovascular,Losartan,2390.03
2023-12-14,Antibiotics,Ciprofloxacin,1021.54
2023-12-14,Analgesics,Ibuprofen,2124.06
2023-12-15,Cardiovascular,Atorvastatin,2452.35
2023-12-15,Antibiotics,Azithromycin,1801.11
2023-12-15,Analgesics,Paracetamol,975.59
2023-12-16,Cardiovascular,Losartan,2360.29
2023-12-16,Antibiotics,Amoxicillin,1015.85
2023-12-16,Analgesics,Aspirin,1489.39
2023-12-17,Cardiovascular,Atorvastatin,1773.24
2023-12-17,Antibiotics,Ciprofloxacin,1030.74
2023-12-17,Analgesics,Paracetamol,1247.32
2023-12-18,Cardiovascular,Amlodipine,1984.01
2023-12-18,Antibiotics,Amoxicillin,583.94
2023-12-18,Analgesics,Paracetamol,1656.19
2023-12-19,Cardiovascular,Amlodipine,1108.64
2023-12-19,Antibiotics,Amoxicillin,878.88
2023-12-19,Analgesics,Ibuprofen,669.27
2023-12-20,Cardiovascular,Losartan,551.96
2023-12-20,Antibiotics,Ciprofloxacin,2392.27
2023-12-20,Analgesics,Ibuprofen,1370.38
2023-12-21,Cardiovascular,Atorvastatin,1579.7
2023-12-21,Antibiotics,Amoxicillin,1171.63
2023-12-21,Analgesics,Ibuprofen,2168.78
2023-12-22,Cardiovascular,Amlodipine,931.36
2023-12-22,Antibiotics,Amoxicillin,540.61
2023-12-22,Analgesics,Ibuprofen,1964.06
2023-12-23,Cardiovascular,Amlodipine,2103.16
2023-12-23,Antibiotics,Amoxicillin,1960.19
2023-12-23,Analgesics,Paracetamol,863.93
